index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:58:31, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:58:31, 12620,1156,7610,6454,297.763977,0,0,0,0
 
2, 17:58:32, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:58:33, 13983,1157,7609,6452,297.618591,0,0,0,0
 
4, 17:58:34, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:58:34, 15346,1157,7612,6455,297.778015,0,0,0,0
 
6, 17:58:35, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:58:35, 16709,1157,7610,6453,297.671722,0,0,0,0
 
8, 17:58:36, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:58:37, 18072,1157,7611,6454,297.724854,0,0,0,0
 
